Data,ID,TemperaturaBMP(ºC),Pressão(hPa),Altitude(m),Umidade(g/m3),TemperaturaAHT(ºC),HIF(ºC),latitude,longitude,elevation,status
2024-12-03T18:45:15-03:00,4914,27.40,950.83,533.15,82.51,26.98,29.94,,,,
2024-12-03T18:45:35-03:00,4915,27.40,950.80,533.42,82.74,26.98,29.95,,,,
2024-12-03T18:45:56-03:00,4916,27.40,950.81,533.33,82.57,26.97,29.92,,,,
2024-12-03T18:46:16-03:00,4917,27.40,950.74,533.94,83.02,26.98,29.98,,,,
2024-12-03T18:46:37-03:00,4918,27.40,950.83,533.15,82.63,26.98,29.94,,,,
2024-12-03T18:46:57-03:00,4919,27.40,950.78,533.59,82.54,26.97,29.90,,,,
2024-12-03T18:47:18-03:00,4920,27.40,950.77,533.68,82.43,26.99,29.95,,,,
2024-12-03T18:47:38-03:00,4921,27.40,950.76,533.77,82.42,26.99,29.96,,,,
2024-12-03T18:47:59-03:00,4922,27.40,950.79,533.50,82.92,26.97,29.94,,,,
2024-12-03T18:48:19-03:00,4923,27.40,950.84,533.07,82.82,26.96,29.92,,,,
2024-12-03T18:48:40-03:00,4924,27.40,950.78,533.59,82.76,26.96,29.91,,,,
2024-12-03T18:49:00-03:00,4925,27.40,950.90,532.54,82.54,26.95,29.87,,,,
2024-12-03T18:49:21-03:00,4926,27.40,950.84,533.07,82.48,26.96,29.88,,,,
2024-12-03T18:49:41-03:00,4927,27.40,950.84,533.07,82.72,26.97,29.93,,,,
2024-12-03T18:50:02-03:00,4928,27.40,950.84,533.07,83.06,26.98,29.98,,,,
2024-12-03T18:50:22-03:00,4929,27.40,950.83,533.15,82.66,26.98,29.95,,,,
2024-12-03T18:50:43-03:00,4930,27.40,950.85,532.98,82.74,26.99,29.97,,,,
2024-12-03T18:51:03-03:00,4931,27.40,950.82,533.24,82.47,27.00,29.96,,,,
2024-12-03T18:51:24-03:00,4932,27.40,950.85,532.98,82.52,26.99,29.95,,,,
2024-12-03T18:51:44-03:00,4933,27.40,950.75,533.86,82.34,26.94,29.82,,,,
2024-12-03T18:52:05-03:00,4934,27.40,950.85,532.98,82.25,26.96,29.85,,,,
2024-12-03T18:52:25-03:00,4935,27.40,950.87,532.80,82.04,26.95,29.82,,,,
2024-12-03T18:52:46-03:00,4936,27.40,950.87,532.80,81.95,26.93,29.77,,,,
2024-12-03T18:53:06-03:00,4937,27.30,950.92,532.37,81.97,26.89,29.68,,,,
2024-12-03T18:53:27-03:00,4938,27.30,950.89,532.63,82.05,26.88,29.65,,,,
2024-12-03T18:53:47-03:00,4939,27.30,950.89,532.63,82.15,26.90,29.71,,,,
2024-12-03T18:54:08-03:00,4940,27.30,950.92,532.37,82.20,26.89,29.70,,,,
2024-12-03T18:54:28-03:00,4941,27.30,950.88,532.72,82.09,26.86,29.62,,,,
2024-12-03T18:54:49-03:00,4942,27.30,950.98,531.84,82.10,26.83,29.54,,,,
2024-12-03T18:55:09-03:00,4943,27.30,950.95,532.10,82.09,26.82,29.53,,,,
2024-12-03T18:55:30-03:00,4944,27.20,950.96,532.01,82.16,26.82,29.52,,,,
2024-12-03T18:55:50-03:00,4945,27.20,950.98,531.84,82.10,26.81,29.50,,,,
2024-12-03T18:56:11-03:00,4946,27.20,951.00,531.66,82.17,26.81,29.50,,,,
2024-12-03T18:56:31-03:00,4947,27.20,951.02,531.49,82.07,26.79,29.45,,,,
2024-12-03T18:56:52-03:00,4948,27.20,950.97,531.93,82.13,26.76,29.40,,,,
2024-12-03T18:57:12-03:00,4949,27.20,950.99,531.75,82.15,26.77,29.40,,,,
2024-12-03T18:57:33-03:00,4950,27.10,950.98,531.84,82.23,26.73,29.33,,,,
2024-12-03T18:57:53-03:00,4951,27.10,951.02,531.49,82.24,26.72,29.30,,,,
2024-12-03T18:58:14-03:00,4952,27.10,951.08,530.96,82.25,26.72,29.31,,,,
2024-12-03T18:58:34-03:00,4953,27.10,950.97,531.93,82.30,26.71,29.28,,,,
2024-12-03T18:58:55-03:00,4954,27.10,951.06,531.14,82.33,26.69,29.25,,,,
2024-12-03T18:59:15-03:00,4955,27.10,951.03,531.40,82.40,26.70,29.28,,,,
2024-12-03T18:59:36-03:00,4956,27.10,950.97,531.93,82.34,26.69,29.24,,,,
2024-12-03T18:59:56-03:00,4957,27.00,951.05,531.23,82.47,26.70,29.28,,,,
2024-12-03T19:00:17-03:00,4958,27.10,951.07,531.05,82.42,26.70,29.27,,,,
2024-12-03T19:00:37-03:00,4959,27.00,951.02,531.49,82.35,26.66,29.19,,,,
2024-12-03T19:00:58-03:00,4960,27.00,951.08,530.96,82.56,26.66,29.18,,,,
2024-12-03T19:01:18-03:00,4961,27.00,951.05,531.23,82.66,26.63,29.14,,,,
2024-12-03T19:01:39-03:00,4962,27.00,951.08,530.96,82.61,26.66,29.21,,,,
2024-12-03T19:01:59-03:00,4963,27.00,951.08,530.96,82.64,26.64,29.15,,,,
2024-12-03T19:02:20-03:00,4964,27.00,951.05,531.23,82.68,26.64,29.16,,,,
2024-12-03T19:02:40-03:00,4965,27.00,951.09,530.87,82.72,26.63,29.15,,,,
2024-12-03T19:03:01-03:00,4966,27.00,951.08,530.96,82.77,26.62,29.12,,,,
2024-12-03T19:03:21-03:00,4967,27.00,951.10,530.79,82.75,26.61,29.10,,,,
2024-12-03T19:03:42-03:00,4968,27.00,951.15,530.35,82.84,26.62,29.12,,,,
2024-12-03T19:04:02-03:00,4969,27.00,951.18,530.09,82.79,26.60,29.07,,,,
2024-12-03T19:04:23-03:00,4970,26.90,951.12,530.61,82.89,26.58,29.04,,,,
2024-12-03T19:04:43-03:00,4971,27.00,951.14,530.44,82.83,26.57,29.02,,,,
2024-12-03T19:05:04-03:00,4972,26.90,951.15,530.35,82.83,26.57,29.02,,,,
2024-12-03T19:05:24-03:00,4973,27.00,951.11,530.70,82.80,26.58,29.04,,,,
2024-12-03T19:05:45-03:00,4974,26.90,951.17,530.17,82.77,26.58,29.04,,,,
2024-12-03T19:06:05-03:00,4975,27.00,951.19,530.00,83.02,26.57,29.03,,,,
2024-12-03T19:06:26-03:00,4976,26.90,951.17,530.17,83.39,26.56,29.04,,,,
2024-12-03T19:06:46-03:00,4977,26.90,951.14,530.44,83.12,26.58,29.05,,,,
2024-12-03T19:07:07-03:00,4978,27.00,951.17,530.17,83.10,26.57,29.02,,,,
2024-12-03T19:07:27-03:00,4979,27.00,951.19,530.00,83.19,26.58,29.05,,,,
2024-12-03T19:07:48-03:00,4980,27.00,951.19,530.00,83.11,26.56,29.01,,,,
2024-12-03T19:08:09-03:00,4981,27.00,951.23,529.65,83.24,26.59,29.08,,,,
2024-12-03T19:08:29-03:00,4982,27.00,951.17,530.17,83.41,26.57,29.05,,,,
2024-12-03T19:08:50-03:00,4983,27.00,951.21,529.82,83.52,26.60,29.14,,,,
2024-12-03T19:09:10-03:00,4984,27.00,951.23,529.65,83.58,26.60,29.14,,,,
2024-12-03T19:09:31-03:00,4985,27.00,951.27,529.30,83.68,26.61,29.16,,,,
2024-12-03T19:09:51-03:00,4986,27.10,951.22,529.74,83.70,26.63,29.21,,,,
2024-12-03T19:10:12-03:00,4987,27.10,951.24,529.56,83.75,26.63,29.22,,,,
2024-12-03T19:10:32-03:00,4988,27.10,951.22,529.74,83.52,26.65,29.24,,,,
2024-12-03T19:10:53-03:00,4989,27.10,951.24,529.56,83.51,26.64,29.23,,,,
2024-12-03T19:11:13-03:00,4990,27.10,951.27,529.30,83.49,26.63,29.19,,,,
2024-12-03T19:11:34-03:00,4991,27.10,951.34,528.68,83.83,26.63,29.23,,,,
2024-12-03T19:11:54-03:00,4992,27.10,951.31,528.95,83.76,26.65,29.25,,,,
2024-12-03T19:12:15-03:00,4993,27.10,951.28,529.21,83.95,26.61,29.18,,,,
2024-12-03T19:12:36-03:00,4994,27.10,951.24,529.56,83.32,26.64,29.20,,,,
2024-12-03T19:12:57-03:00,4995,27.10,951.34,528.68,83.64,26.63,29.22,,,,
2024-12-03T19:13:17-03:00,4996,27.10,951.31,528.95,83.37,26.65,29.25,,,,
2024-12-03T19:13:38-03:00,4997,27.10,951.40,528.16,83.62,26.67,29.31,,,,
2024-12-03T19:13:58-03:00,4998,27.10,951.36,528.51,83.91,26.65,29.28,,,,
2024-12-03T19:14:19-03:00,4999,27.10,951.30,529.03,83.93,26.65,29.27,,,,
2024-12-03T19:14:40-03:00,5000,27.10,951.33,528.77,83.76,26.65,29.26,,,,
2024-12-03T19:15:00-03:00,5001,27.10,951.40,528.16,83.76,26.65,29.26,,,,
2024-12-03T19:15:21-03:00,5002,27.10,951.40,528.16,83.57,26.65,29.26,,,,
2024-12-03T19:15:41-03:00,5003,27.10,951.41,528.07,83.36,26.66,29.26,,,,
2024-12-03T19:16:01-03:00,5004,27.10,951.40,528.16,83.33,26.66,29.26,,,,
2024-12-03T19:16:22-03:00,5005,27.10,951.41,528.07,83.86,26.65,29.26,,,,
2024-12-03T19:16:42-03:00,5006,27.00,951.44,527.81,85.01,26.58,29.19,,,,
2024-12-03T19:17:03-03:00,5007,27.00,951.44,527.81,84.41,26.58,29.14,,,,
2024-12-03T19:17:23-03:00,5008,27.00,951.41,528.07,84.18,26.57,29.12,,,,
2024-12-03T19:17:44-03:00,5009,27.00,951.47,527.55,84.29,26.59,29.16,,,,
2024-12-03T19:18:04-03:00,5010,27.10,951.45,527.72,84.45,26.62,29.24,,,,
2024-12-03T19:18:25-03:00,5011,27.10,951.43,527.90,84.15,26.61,29.20,,,,
2024-12-03T19:18:45-03:00,5012,27.00,951.45,527.72,83.87,26.63,29.22,,,,
2024-12-03T19:19:06-03:00,5013,27.10,951.46,527.63,83.99,26.61,29.19,,,,
2024-12-03T19:19:26-03:00,5014,27.10,951.52,527.11,83.91,26.63,29.22,,,,
2024-12-03T22:13:31-03:00,5015,30.50,953.06,513.63,72.70,30.04,35.80,,,,
2024-12-03T22:13:52-03:00,5016,30.50,953.01,514.06,72.17,30.00,35.58,,,,
2024-12-03T22:14:13-03:00,5017,30.50,953.04,513.80,72.24,29.99,35.56,,,,
2024-12-03T22:14:33-03:00,5018,30.50,953.02,513.97,72.13,29.96,35.47,,,,
2024-12-03T22:14:54-03:00,5019,30.50,953.10,513.28,76.51,30.04,36.81,,,,
2024-12-03T22:15:15-03:00,5020,30.40,953.08,513.45,72.25,29.94,35.45,,,,
2024-12-03T22:15:35-03:00,5021,30.40,953.09,513.36,72.36,29.94,35.46,,,,
2024-12-03T22:15:56-03:00,5022,30.40,953.10,513.28,72.39,29.91,35.39,,,,
2024-12-03T22:16:17-03:00,5023,30.30,953.08,513.45,72.44,29.87,35.31,,,,
2024-12-03T22:16:37-03:00,5024,30.40,953.08,513.45,72.43,29.89,35.36,,,,
2024-12-03T22:16:58-03:00,5025,30.40,953.07,513.54,72.35,29.90,35.37,,,,
2024-12-03T22:17:18-03:00,5026,30.40,953.07,513.54,72.32,29.90,35.34,,,,
2024-12-03T22:17:39-03:00,5027,30.40,953.08,513.45,72.31,29.90,35.35,,,,
2024-12-03T22:18:00-03:00,5028,30.40,953.06,513.63,72.32,29.91,35.38,,,,
2024-12-03T22:18:20-03:00,5029,30.40,953.03,513.89,72.31,29.90,35.34,,,,
2024-12-03T22:18:41-03:00,5030,30.40,953.13,513.01,72.30,29.88,35.30,,,,
2024-12-03T22:19:02-03:00,5031,30.40,953.08,513.45,72.28,29.87,35.28,,,,
2024-12-03T22:19:22-03:00,5032,30.40,953.08,513.45,72.39,29.84,35.21,,,,
2024-12-03T22:19:43-03:00,5033,30.40,953.04,513.80,72.39,29.85,35.25,,,,
2024-12-03T22:20:03-03:00,5034,30.40,953.09,513.36,72.40,29.85,35.26,,,,
2024-12-03T22:20:24-03:00,5035,30.40,953.08,513.45,72.35,29.84,35.20,,,,
2024-12-03T22:20:45-03:00,5036,30.30,953.06,513.63,72.44,29.80,35.13,,,,
2024-12-03T22:21:05-03:00,5037,30.30,953.09,513.36,72.44,29.80,35.12,,,,
2024-12-03T22:21:26-03:00,5038,30.30,953.08,513.45,72.46,29.78,35.09,,,,
2024-12-03T22:21:46-03:00,5039,30.30,953.09,513.36,72.46,29.80,35.13,,,,
2024-12-03T22:22:07-03:00,5040,30.30,953.08,513.45,72.50,29.79,35.13,,,,
2024-12-03T22:22:27-03:00,5041,30.30,953.07,513.54,72.51,29.79,35.12,,,,
2024-12-03T22:22:48-03:00,5042,30.30,953.03,513.89,72.56,29.77,35.08,,,,
2024-12-03T22:23:09-03:00,5043,30.30,953.08,513.45,72.60,29.75,35.04,,,,
2024-12-03T22:23:29-03:00,5044,30.30,953.11,513.19,72.61,29.79,35.14,,,,
2024-12-03T22:23:50-03:00,5045,30.30,953.06,513.63,72.74,29.79,35.18,,,,
2024-12-03T22:24:11-03:00,5046,30.30,953.04,513.80,72.58,29.82,35.21,,,,
2024-12-03T22:24:32-03:00,5047,30.30,953.04,513.80,72.71,29.77,35.12,,,,
2024-12-03T22:24:52-03:00,5048,30.30,953.09,513.36,72.71,29.77,35.12,,,,
2024-12-03T22:25:13-03:00,5049,30.30,953.07,513.54,72.57,29.81,35.18,,,,
2024-12-03T22:25:34-03:00,5050,30.40,953.04,513.80,72.47,29.81,35.17,,,,
2024-12-03T22:25:54-03:00,5051,30.40,953.03,513.89,72.44,29.83,35.21,,,,
2024-12-03T22:26:15-03:00,5052,30.40,953.02,513.97,72.45,29.81,35.15,,,,
2024-12-03T22:26:35-03:00,5053,30.40,953.03,513.89,72.52,29.82,35.21,,,,
2024-12-03T22:26:56-03:00,5054,30.40,953.07,513.54,72.48,29.83,35.22,,,,
2024-12-03T22:27:17-03:00,5055,30.50,953.06,513.63,72.44,29.87,35.30,,,,
2024-12-03T22:27:38-03:00,5056,30.40,953.04,513.80,72.43,29.84,35.23,,,,
2024-12-03T22:27:58-03:00,5057,30.50,953.04,513.80,72.37,29.88,35.32,,,,
2024-12-03T22:28:19-03:00,5058,30.50,953.06,513.63,72.36,29.86,35.26,,,,
2024-12-03T22:28:39-03:00,5059,30.50,953.06,513.63,72.36,29.84,35.20,,,,
2024-12-03T22:29:00-03:00,5060,30.50,953.05,513.71,72.39,29.85,35.25,,,,
2024-12-03T22:29:21-03:00,5061,30.40,953.04,513.80,72.35,29.83,35.18,,,,
2024-12-03T22:29:41-03:00,5062,30.40,953.01,514.06,72.37,29.85,35.24,,,,
2024-12-03T22:30:03-03:00,5063,30.40,953.03,513.89,72.37,29.81,35.15,,,,
2024-12-03T22:30:23-03:00,5064,30.40,953.04,513.80,72.44,29.80,35.13,,,,
2024-12-03T22:30:44-03:00,5065,30.50,953.06,513.63,72.40,29.83,35.21,,,,
2024-12-03T22:31:05-03:00,5066,30.40,953.02,513.97,72.37,29.84,35.21,,,,
2024-12-03T22:31:25-03:00,5067,30.40,953.02,513.97,72.34,29.83,35.17,,,,
2024-12-03T22:31:46-03:00,5068,30.40,953.03,513.89,72.34,29.82,35.17,,,,
2024-12-03T22:32:06-03:00,5069,30.40,953.01,514.06,72.36,29.82,35.17,,,,
2024-12-03T22:32:27-03:00,5070,30.40,953.04,513.80,72.35,29.83,35.18,,,,
2024-12-03T22:32:48-03:00,5071,30.40,953.06,513.63,72.37,29.81,35.13,,,,
2024-12-03T22:33:08-03:00,5072,30.40,952.99,514.24,72.36,29.82,35.16,,,,
2024-12-03T22:33:30-03:00,5073,30.40,952.98,514.33,72.37,29.79,35.08,,,,
2024-12-03T22:33:50-03:00,5074,30.40,953.02,513.97,72.45,29.81,35.15,,,,
2024-12-03T22:34:11-03:00,5075,30.40,952.99,514.24,72.41,29.80,35.12,,,,
2024-12-03T22:34:31-03:00,5076,30.40,953.03,513.89,72.34,29.82,35.15,,,,
2024-12-03T22:34:52-03:00,5077,30.40,952.98,514.33,72.36,29.80,35.12,,,,
2024-12-03T22:35:13-03:00,5078,30.40,952.95,514.59,72.38,29.78,35.06,,,,
2024-12-03T22:35:34-03:00,5079,30.40,952.99,514.24,72.35,29.81,35.13,,,,
2024-12-03T22:35:54-03:00,5080,30.40,952.99,514.24,72.31,29.81,35.12,,,,
2024-12-03T22:36:15-03:00,5081,30.40,952.96,514.50,72.33,29.79,35.08,,,,
2024-12-03T22:36:36-03:00,5082,30.40,952.99,514.24,72.35,29.79,35.08,,,,
2024-12-03T22:36:56-03:00,5083,30.40,952.98,514.33,72.27,29.81,35.11,,,,
2024-12-03T22:37:17-03:00,5084,30.40,952.97,514.41,72.25,29.78,35.04,,,,
2024-12-03T22:37:38-03:00,5085,30.40,952.98,514.33,72.23,29.80,35.09,,,,
2024-12-03T22:37:58-03:00,5086,30.40,953.00,514.15,72.29,29.79,35.06,,,,
2024-12-03T22:38:19-03:00,5087,30.40,952.94,514.67,72.26,29.77,35.02,,,,
2024-12-03T22:38:40-03:00,5088,30.40,952.93,514.76,72.24,29.78,35.03,,,,
2024-12-03T22:39:00-03:00,5089,30.40,952.95,514.59,72.25,29.77,35.00,,,,
2024-12-03T22:39:21-03:00,5090,30.40,952.93,514.76,72.20,29.76,34.97,,,,
2024-12-03T22:39:41-03:00,5091,30.40,952.90,515.02,72.22,29.79,35.05,,,,
2024-12-03T22:40:02-03:00,5092,30.40,952.95,514.59,72.19,29.77,35.00,,,,
2024-12-03T22:40:23-03:00,5093,30.40,952.90,515.02,72.22,29.77,35.01,,,,
2024-12-03T22:40:43-03:00,5094,30.40,952.91,514.94,72.28,29.75,34.96,,,,
2024-12-03T22:41:04-03:00,5095,30.40,952.94,514.67,72.25,29.74,34.94,,,,
2024-12-03T22:41:24-03:00,5096,30.30,952.86,515.38,72.28,29.73,34.92,,,,
2024-12-03T22:41:45-03:00,5097,30.30,952.87,515.29,72.34,29.73,34.92,,,,
2024-12-03T22:42:06-03:00,5098,30.30,952.87,515.29,72.27,29.72,34.90,,,,
2024-12-03T22:42:26-03:00,5099,30.40,952.84,515.55,72.30,29.72,34.89,,,,
2024-12-03T22:42:47-03:00,5100,30.40,952.86,515.38,72.29,29.72,34.89,,,,
2024-12-03T22:43:07-03:00,5101,30.40,952.82,515.73,72.31,29.73,34.91,,,,
2024-12-03T22:43:28-03:00,5102,30.40,952.82,515.73,72.29,29.71,34.87,,,,
2024-12-03T22:43:49-03:00,5103,30.30,952.83,515.64,72.29,29.70,34.85,,,,
2024-12-03T22:44:10-03:00,5104,30.30,952.88,515.20,72.30,29.71,34.86,,,,
2024-12-03T22:44:30-03:00,5105,30.30,952.78,516.07,72.30,29.71,34.87,,,,
2024-12-03T22:44:51-03:00,5106,30.30,952.78,516.07,72.30,29.72,34.89,,,,
2024-12-03T22:45:12-03:00,5107,30.30,952.82,515.73,72.35,29.69,34.83,,,,
2024-12-03T22:45:32-03:00,5108,30.30,952.78,516.07,72.38,29.70,34.86,,,,
2024-12-03T22:45:53-03:00,5109,30.30,952.86,515.38,72.34,29.70,34.86,,,,
2024-12-03T22:46:14-03:00,5110,30.30,952.86,515.38,72.32,29.69,34.83,,,,
2024-12-03T22:46:34-03:00,5111,30.30,952.86,515.38,72.35,29.66,34.76,,,,
2024-12-03T22:46:55-03:00,5112,30.30,952.82,515.73,72.40,29.67,34.80,,,,
2024-12-03T22:47:15-03:00,5113,30.20,952.87,515.29,72.41,29.65,34.76,,,,
2024-12-03T22:47:36-03:00,5114,30.20,952.86,515.38,72.54,29.60,34.66,,,,
2024-12-03T22:47:57-03:00,5115,30.20,952.88,515.20,72.55,29.60,34.64,,,,
2024-12-03T22:48:17-03:00,5116,30.20,952.82,515.73,72.55,29.61,34.67,,,,
2024-12-03T22:48:38-03:00,5117,30.20,952.89,515.11,72.66,29.60,34.67,,,,
2024-12-03T22:48:58-03:00,5118,30.20,952.90,515.02,72.70,29.60,34.68,,,,
2024-12-03T22:49:19-03:00,5119,30.10,952.87,515.29,72.69,29.58,34.64,,,,
2024-12-03T22:49:40-03:00,5120,30.10,952.83,515.64,72.73,29.57,34.62,,,,
2024-12-03T22:50:00-03:00,5121,30.20,952.83,515.64,72.79,29.55,34.59,,,,
2024-12-03T22:50:21-03:00,5122,30.10,952.92,514.85,72.82,29.58,34.67,,,,
2024-12-03T22:50:41-03:00,5123,30.10,952.92,514.85,72.86,29.59,34.70,,,,
2024-12-03T22:51:02-03:00,5124,30.10,952.89,515.11,72.85,29.57,34.64,,,,
2024-12-03T22:51:23-03:00,5125,30.10,952.91,514.94,72.72,29.60,34.70,,,,
2024-12-03T22:51:43-03:00,5126,30.20,952.93,514.76,72.74,29.61,34.71,,,,
2024-12-03T22:52:04-03:00,5127,30.10,952.88,515.20,72.73,29.59,34.68,,,,
2024-12-03T22:52:24-03:00,5128,30.10,952.93,514.76,72.77,29.60,34.70,,,,
2024-12-03T22:52:45-03:00,5129,30.10,952.92,514.85,72.80,29.58,34.67,,,,
2024-12-03T22:53:06-03:00,5130,30.10,952.96,514.50,72.85,29.60,34.71,,,,
2024-12-03T22:53:26-03:00,5131,30.10,952.90,515.02,72.88,29.58,34.68,,,,
2024-12-03T22:53:47-03:00,5132,30.10,952.89,515.11,72.86,29.55,34.61,,,,
2024-12-03T22:54:08-03:00,5133,30.00,952.93,514.76,72.88,29.55,34.61,,,,
2024-12-03T22:54:28-03:00,5134,30.00,952.93,514.76,72.95,29.53,34.57,,,,
2024-12-03T22:54:49-03:00,5135,30.00,952.90,515.02,72.93,29.53,34.58,,,,
2024-12-03T22:55:10-03:00,5136,30.00,952.90,515.02,73.01,29.52,34.56,,,,
2024-12-03T22:55:30-03:00,5137,30.00,952.93,514.76,72.95,29.53,34.56,,,,
2024-12-03T22:55:51-03:00,5138,30.00,952.90,515.02,73.01,29.52,34.55,,,,
2024-12-03T22:56:12-03:00,5139,30.00,952.93,514.76,73.02,29.52,34.57,,,,
2024-12-03T22:56:32-03:00,5140,30.00,952.93,514.76,73.02,29.53,34.58,,,,
2024-12-03T22:56:53-03:00,5141,30.00,952.93,514.76,73.00,29.52,34.56,,,,
2024-12-03T22:57:14-03:00,5142,30.00,952.88,515.20,73.03,29.50,34.51,,,,
2024-12-03T22:57:34-03:00,5143,30.00,952.93,514.76,73.07,29.49,34.51,,,,
2024-12-03T22:57:55-03:00,5144,30.00,952.93,514.76,73.07,29.49,34.50,,,,
2024-12-03T22:58:15-03:00,5145,30.00,952.86,515.38,73.11,29.47,34.45,,,,
2024-12-03T22:58:36-03:00,5146,29.90,952.92,514.85,73.11,29.48,34.48,,,,
2024-12-03T22:58:56-03:00,5147,29.90,952.93,514.76,73.11,29.48,34.48,,,,
2024-12-03T22:59:17-03:00,5148,29.90,952.92,514.85,73.14,29.47,34.46,,,,
2024-12-03T22:59:38-03:00,5149,29.90,952.93,514.76,73.12,29.47,34.45,,,,
2024-12-03T22:59:58-03:00,5150,29.90,952.95,514.59,73.13,29.46,34.45,,,,
2024-12-03T23:00:19-03:00,5151,29.90,952.91,514.94,73.10,29.45,34.41,,,,
2024-12-03T23:00:39-03:00,5152,29.90,952.90,515.02,73.07,29.45,34.41,,,,
2024-12-03T23:01:00-03:00,5153,29.90,952.93,514.76,73.07,29.47,34.44,,,,
2024-12-03T23:01:21-03:00,5154,29.90,952.95,514.59,73.05,29.47,34.44,,,,
2024-12-03T23:01:41-03:00,5155,29.90,952.95,514.59,73.08,29.45,34.41,,,,
2024-12-03T23:02:02-03:00,5156,29.90,952.98,514.33,73.09,29.47,34.46,,,,
2024-12-03T23:02:22-03:00,5157,29.80,952.93,514.76,73.18,29.44,34.39,,,,
2024-12-03T23:02:43-03:00,5158,29.80,952.93,514.76,73.19,29.45,34.43,,,,
2024-12-03T23:03:04-03:00,5159,29.80,952.92,514.85,73.17,29.44,34.40,,,,
2024-12-03T23:03:24-03:00,5160,29.80,952.87,515.29,73.17,29.44,34.39,,,,
2024-12-03T23:03:45-03:00,5161,29.80,952.89,515.11,73.15,29.45,34.41,,,,
2024-12-03T23:04:06-03:00,5162,29.80,952.92,514.85,73.16,29.44,34.38,,,,
2024-12-03T23:04:26-03:00,5163,29.80,952.93,514.76,73.25,29.40,34.33,,,,
2024-12-03T23:04:47-03:00,5164,29.80,952.92,514.85,73.27,29.38,34.27,,,,
2024-12-03T23:05:08-03:00,5165,29.80,952.99,514.24,73.28,29.39,34.30,,,,
2024-12-03T23:05:28-03:00,5166,29.80,952.92,514.85,73.30,29.39,34.30,,,,
2024-12-03T23:05:49-03:00,5167,29.80,952.95,514.59,73.28,29.37,34.25,,,,
2024-12-03T23:06:09-03:00,5168,29.80,952.92,514.85,73.28,29.39,34.30,,,,
2024-12-03T23:06:30-03:00,5169,29.80,952.89,515.11,73.27,29.40,34.31,,,,
2024-12-03T23:06:50-03:00,5170,29.80,952.93,514.76,73.24,29.39,34.29,,,,
2024-12-03T23:07:11-03:00,5171,29.80,952.89,515.11,73.28,29.39,34.29,,,,
2024-12-03T23:07:32-03:00,5172,29.80,952.90,515.02,73.26,29.39,34.29,,,,
2024-12-03T23:07:52-03:00,5173,29.70,952.89,515.11,73.32,29.39,34.30,,,,
2024-12-03T23:08:13-03:00,5174,29.70,952.93,514.76,73.28,29.37,34.26,,,,
2024-12-03T23:08:34-03:00,5175,29.70,952.96,514.50,73.31,29.36,34.22,,,,
2024-12-03T23:08:55-03:00,5176,29.70,952.88,515.20,73.25,29.36,34.22,,,,
2024-12-03T23:09:16-03:00,5177,29.70,952.88,515.20,73.25,29.35,34.18,,,,
2024-12-03T23:09:36-03:00,5178,29.70,952.90,515.02,73.22,29.34,34.17,,,,
2024-12-03T23:09:57-03:00,5179,29.70,952.87,515.29,73.25,29.36,34.22,,,,
2024-12-03T23:10:17-03:00,5180,29.70,952.89,515.11,73.22,29.34,34.16,,,,
2024-12-03T23:10:39-03:00,5181,29.70,952.93,514.76,73.24,29.31,34.10,,,,
2024-12-03T23:10:59-03:00,5182,29.70,952.88,515.20,73.21,29.31,34.08,,,,
2024-12-03T23:11:20-03:00,5183,29.70,952.89,515.11,73.17,29.34,34.15,,,,
2024-12-03T23:11:41-03:00,5184,29.70,952.84,515.55,73.18,29.30,34.06,,,,
2024-12-03T23:12:01-03:00,5185,29.70,952.91,514.94,73.21,29.31,34.09,,,,
2024-12-03T23:12:22-03:00,5186,29.70,952.87,515.29,73.13,29.32,34.09,,,,
2024-12-03T23:12:42-03:00,5187,29.70,952.81,515.81,73.12,29.30,34.03,,,,
2024-12-03T23:13:03-03:00,5188,29.70,952.88,515.20,73.08,29.30,34.02,,,,
2024-12-03T23:13:24-03:00,5189,29.70,952.92,514.85,73.09,29.30,34.03,,,,
2024-12-03T23:13:44-03:00,5190,29.70,952.93,514.76,73.07,29.31,34.05,,,,
2024-12-03T23:14:05-03:00,5191,29.70,952.89,515.11,73.04,29.33,34.09,,,,
2024-12-03T23:14:25-03:00,5192,29.60,952.89,515.11,73.05,29.31,34.06,,,,
2024-12-03T23:14:46-03:00,5193,29.60,952.88,515.20,72.99,29.29,33.98,,,,
2024-12-03T23:15:06-03:00,5194,29.60,952.90,515.02,72.97,29.29,33.98,,,,
2024-12-03T23:15:27-03:00,5195,29.60,952.93,514.76,72.92,29.28,33.96,,,,
2024-12-03T23:15:48-03:00,5196,29.60,952.89,515.11,72.90,29.27,33.92,,,,
2024-12-03T23:16:09-03:00,5197,29.60,952.85,515.46,72.93,29.26,33.91,,,,
2024-12-03T23:16:30-03:00,5198,29.60,952.87,515.29,72.91,29.25,33.87,,,,
2024-12-03T23:16:50-03:00,5199,29.60,952.88,515.20,72.92,29.23,33.84,,,,
2024-12-03T23:17:11-03:00,5200,29.60,952.87,515.29,72.94,29.23,33.83,,,,
2024-12-03T23:17:31-03:00,5201,29.60,952.89,515.11,72.97,29.21,33.80,,,,
2024-12-03T23:17:52-03:00,5202,29.60,952.85,515.46,73.01,29.21,33.80,,,,
