Data,ID,TemperaturaBMP(ºC),Pressão(hPa),Altitude(m),Umidade(g/m3),TemperaturaAHT(ºC),HIF(ºC),latitude,longitude,elevation,status
2024-12-02T14:29:22-03:00,1,31.70,947.59,561.59,62.36,31.51,36.63,,,,
2024-12-02T14:29:43-03:00,2,31.80,947.53,562.12,61.81,31.58,36.62,,,,
2024-12-02T14:30:03-03:00,3,31.90,947.54,562.03,61.25,31.71,36.76,,,,
2024-12-02T14:30:24-03:00,4,32.00,947.59,561.59,61.01,31.79,36.88,,,,
2024-12-02T14:30:44-03:00,5,32.00,947.51,562.30,61.01,31.79,36.89,,,,
2024-12-02T14:31:05-03:00,6,32.00,947.49,562.47,60.71,31.81,36.86,,,,
2024-12-02T14:31:25-03:00,7,32.00,947.47,562.65,60.80,31.82,36.90,,,,
2024-12-02T14:32:24-03:00,8,32.10,947.39,563.35,61.19,31.95,37.32,,,,
2024-12-02T14:32:44-03:00,9,32.20,947.38,563.44,60.21,32.02,37.20,,,,
2024-12-02T14:33:04-03:00,10,32.30,947.32,563.97,59.89,32.11,37.31,,,,
2024-12-02T14:33:25-03:00,11,32.40,947.37,563.53,60.65,32.20,37.75,,,,
2024-12-02T14:33:46-03:00,12,32.50,947.34,563.79,60.22,32.25,37.74,,,,
2024-12-02T14:34:06-03:00,13,32.50,947.36,563.62,60.00,32.31,37.80,,,,
2024-12-02T14:34:27-03:00,14,32.60,947.33,563.88,59.59,32.37,37.82,,,,
2024-12-02T14:34:47-03:00,15,32.70,947.34,563.79,59.76,32.42,38.00,,,,
2024-12-02T14:35:08-03:00,16,32.70,947.25,564.58,60.14,32.45,38.18,,,,
2024-12-02T14:35:28-03:00,17,32.80,947.37,563.53,59.72,32.49,38.15,,,,
2024-12-02T14:35:49-03:00,18,32.80,947.30,564.14,59.01,32.51,37.96,,,,
2024-12-02T14:36:09-03:00,19,32.80,947.26,564.49,59.32,32.56,38.18,,,,
2024-12-02T14:36:30-03:00,20,32.90,947.21,564.93,58.79,32.61,38.14,,,,
2024-12-02T14:36:50-03:00,21,32.90,947.17,565.29,58.60,32.65,38.18,,,,
2024-12-02T14:37:11-03:00,22,32.90,947.21,564.93,58.68,32.66,38.23,,,,
2024-12-02T14:37:31-03:00,23,32.90,947.22,564.85,59.69,32.69,38.62,,,,
2024-12-02T14:37:52-03:00,24,33.00,947.15,565.46,58.96,32.69,38.39,,,,
2024-12-02T14:38:12-03:00,25,33.00,947.22,564.85,59.48,32.72,38.64,,,,
2024-12-02T14:38:33-03:00,26,33.00,947.25,564.58,59.16,32.73,38.55,,,,
2024-12-02T14:38:53-03:00,27,33.00,947.22,564.85,59.52,32.74,38.70,,,,
2024-12-02T14:39:14-03:00,28,33.00,947.26,564.49,59.14,32.74,38.56,,,,
2024-12-02T14:39:35-03:00,29,33.00,947.27,564.41,59.52,32.77,38.76,,,,
2024-12-02T14:39:55-03:00,30,33.00,947.15,565.46,60.13,32.79,39.04,,,,
2024-12-02T14:40:15-03:00,31,33.00,947.17,565.29,58.79,32.77,38.51,,,,
2024-12-02T14:40:36-03:00,32,33.00,947.23,564.76,58.71,32.77,38.49,,,,
2024-12-02T14:40:57-03:00,33,33.00,947.22,564.85,58.55,32.80,38.51,,,,
2024-12-02T14:41:17-03:00,34,33.00,947.18,565.20,58.39,32.80,38.47,,,,
2024-12-02T14:41:33-03:00,35,33.00,947.23,564.76,58.62,32.81,38.56,,,,
2024-12-02T14:41:53-03:00,36,33.00,947.21,564.93,58.60,32.83,38.61,,,,
2024-12-02T14:42:14-03:00,37,33.00,947.19,565.11,58.17,32.85,38.51,,,,
2024-12-02T14:42:34-03:00,38,33.10,947.26,564.49,58.81,32.88,38.79,,,,
2024-12-02T14:42:55-03:00,39,33.10,947.25,564.58,57.92,32.92,38.59,,,,
2024-12-02T14:43:16-03:00,40,33.10,947.24,564.67,57.80,32.92,38.55,,,,
2024-12-02T14:43:36-03:00,41,33.10,947.23,564.76,57.81,32.96,38.65,,,,
2024-12-02T14:43:57-03:00,42,33.10,947.23,564.76,57.73,32.98,38.67,,,,
2024-12-02T14:44:17-03:00,43,33.10,947.27,564.41,57.71,32.95,38.60,,,,
2024-12-02T14:44:38-03:00,44,33.20,947.22,564.85,57.78,32.98,38.68,,,,
2024-12-02T14:44:58-03:00,45,33.10,947.26,564.49,56.98,32.93,38.31,,,,
2024-12-02T14:45:19-03:00,46,33.10,947.25,564.58,56.31,32.95,38.12,,,,
2024-12-02T14:45:39-03:00,47,33.10,947.23,564.76,55.95,32.98,38.06,,,,
2024-12-02T14:46:00-03:00,48,33.10,947.25,564.58,56.28,32.97,38.17,,,,
2024-12-02T14:46:21-03:00,49,33.10,947.21,564.93,57.91,32.96,38.70,,,,
2024-12-02T14:46:41-03:00,50,33.10,947.22,564.85,56.43,32.94,38.13,,,,
2024-12-02T14:47:02-03:00,51,33.10,947.20,565.02,57.70,32.95,38.60,,,,
2024-12-02T14:47:22-03:00,52,33.10,947.28,564.32,56.49,32.97,38.22,,,,
2024-12-02T14:47:43-03:00,53,33.10,947.21,564.93,56.32,33.00,38.25,,,,
2024-12-02T14:48:03-03:00,54,33.00,947.23,564.76,57.06,32.94,38.35,,,,
2024-12-02T14:48:24-03:00,55,33.00,947.18,565.20,56.91,32.91,38.23,,,,
2024-12-02T14:48:44-03:00,56,33.00,947.22,564.85,57.15,32.97,38.44,,,,
2024-12-02T14:49:05-03:00,57,33.00,947.21,564.93,57.08,32.97,38.43,,,,
2024-12-02T14:49:25-03:00,58,33.00,947.19,565.11,56.76,32.95,38.26,,,,
2024-12-02T14:49:46-03:00,59,33.00,947.24,564.67,56.75,33.01,38.40,,,,
2024-12-02T14:50:06-03:00,60,33.00,947.21,564.93,56.82,33.00,38.40,,,,
2024-12-02T14:50:27-03:00,61,33.00,947.18,565.20,56.78,33.02,38.45,,,,
2024-12-02T14:50:47-03:00,62,33.00,947.21,564.93,57.00,33.01,38.50,,,,
2024-12-02T14:51:08-03:00,63,33.00,947.20,565.02,57.46,32.98,38.59,,,,
2024-12-02T14:51:28-03:00,64,32.90,947.19,565.11,57.30,32.96,38.48,,,,
2024-12-02T14:51:49-03:00,65,33.00,947.16,565.37,57.57,32.98,38.63,,,,
2024-12-02T14:52:09-03:00,66,33.00,947.22,564.85,57.17,32.98,38.49,,,,
2024-12-02T14:52:30-03:00,67,33.00,947.19,565.11,57.25,32.96,38.46,,,,
2024-12-02T14:52:50-03:00,68,32.90,947.18,565.20,58.08,32.92,38.65,,,,
2024-12-02T14:53:11-03:00,69,32.90,947.18,565.20,58.39,32.91,38.73,,,,
2024-12-02T14:53:31-03:00,70,32.80,947.22,564.85,57.82,32.83,38.35,,,,
2024-12-02T14:53:52-03:00,71,32.80,947.20,565.02,58.10,32.82,38.40,,,,
2024-12-02T14:54:12-03:00,72,32.80,947.21,564.93,58.03,32.86,38.48,,,,
2024-12-02T14:54:33-03:00,73,32.80,947.22,564.85,59.80,32.84,39.04,,,,
2024-12-02T14:54:53-03:00,74,32.80,947.17,565.29,57.98,32.83,38.39,,,,
2024-12-02T14:55:14-03:00,75,32.80,947.27,564.41,58.21,32.84,38.50,,,,
2024-12-02T14:55:34-03:00,76,32.80,947.20,565.02,57.91,32.84,38.39,,,,
2024-12-02T14:55:55-03:00,77,32.80,947.29,564.23,58.08,32.86,38.49,,,,
2024-12-02T14:56:16-03:00,78,32.80,947.24,564.67,59.66,32.82,38.95,,,,
2024-12-02T14:56:36-03:00,79,32.90,947.20,565.02,57.97,32.86,38.48,,,,
2024-12-02T14:56:57-03:00,80,32.80,947.24,564.67,58.47,32.89,38.71,,,,
2024-12-02T14:57:17-03:00,81,32.90,947.22,564.85,57.77,32.90,38.49,,,,
2024-12-02T14:57:38-03:00,82,32.80,947.26,564.49,58.31,32.87,38.59,,,,
2024-12-02T14:57:58-03:00,83,32.80,947.26,564.49,58.27,32.83,38.50,,,,
2024-12-02T14:58:19-03:00,84,32.80,947.27,564.41,58.36,32.87,38.61,,,,
2024-12-02T14:58:39-03:00,85,32.90,947.25,564.58,59.18,32.90,38.97,,,,
2024-12-02T14:59:00-03:00,86,32.90,947.23,564.76,57.60,32.94,38.54,,,,
2024-12-02T14:59:21-03:00,87,33.00,947.24,564.67,57.58,32.99,38.64,,,,
2024-12-02T14:59:41-03:00,88,33.10,947.30,564.14,57.48,33.01,38.66,,,,
2024-12-02T15:00:02-03:00,89,33.10,947.23,564.76,57.41,33.01,38.64,,,,
2024-12-02T15:00:22-03:00,90,33.10,947.32,563.97,57.26,33.01,38.59,,,,
2024-12-02T15:00:43-03:00,91,33.10,947.35,563.70,57.27,33.02,38.62,,,,
2024-12-02T15:01:03-03:00,92,33.10,947.33,563.88,57.50,33.06,38.79,,,,
2024-12-02T15:01:24-03:00,93,33.10,947.35,563.70,57.21,33.09,38.75,,,,
2024-12-02T15:01:44-03:00,94,33.10,947.34,563.79,57.25,33.06,38.69,,,,
2024-12-02T15:02:05-03:00,95,33.10,947.36,563.62,57.46,33.07,38.80,,,,
2024-12-02T15:02:26-03:00,96,33.10,947.35,563.70,57.37,33.07,38.78,,,,
2024-12-02T15:02:46-03:00,97,33.10,947.35,563.70,57.31,33.04,38.69,,,,
2024-12-02T15:03:07-03:00,98,33.10,947.35,563.70,57.47,33.04,38.72,,,,
2024-12-02T15:03:27-03:00,99,33.10,947.38,563.44,57.45,33.05,38.76,,,,
2024-12-02T15:03:48-03:00,100,33.10,947.36,563.62,57.69,33.05,38.83,,,,
2024-12-02T15:04:08-03:00,101,33.10,947.43,563.00,57.40,33.07,38.78,,,,
2024-12-02T15:04:29-03:00,102,33.10,947.46,562.74,57.74,33.07,38.90,,,,
2024-12-02T15:04:49-03:00,103,33.10,947.38,563.44,57.67,33.01,38.73,,,,
2024-12-02T15:05:10-03:00,104,33.10,947.44,562.91,57.65,33.06,38.84,,,,
2024-12-02T15:05:30-03:00,105,33.10,947.43,563.00,57.64,33.02,38.75,,,,
2024-12-02T15:05:51-03:00,106,33.10,947.44,562.91,57.62,33.05,38.80,,,,
2024-12-02T15:06:11-03:00,107,33.10,947.46,562.74,57.99,33.04,38.90,,,,
2024-12-02T15:06:32-03:00,108,33.10,947.43,563.00,57.76,33.08,38.93,,,,
2024-12-02T15:06:53-03:00,109,33.10,947.46,562.74,57.94,33.05,38.93,,,,
2024-12-02T15:07:13-03:00,110,33.10,947.44,562.91,58.02,33.04,38.91,,,,
2024-12-02T15:07:34-03:00,111,33.00,947.45,562.82,58.25,33.01,38.92,,,,
2024-12-02T15:07:54-03:00,112,33.00,947.46,562.74,58.37,32.92,38.74,,,,
2024-12-02T15:08:15-03:00,113,33.00,947.47,562.65,58.58,32.91,38.78,,,,
2024-12-02T15:08:35-03:00,114,32.90,947.47,562.65,58.52,32.86,38.65,,,,
2024-12-02T15:08:56-03:00,115,32.90,947.43,563.00,58.56,32.85,38.64,,,,
2024-12-02T15:09:16-03:00,116,32.80,947.48,562.56,58.93,32.75,38.52,,,,
2024-12-02T15:09:37-03:00,117,32.80,947.47,562.65,59.60,32.69,38.61,,,,
2024-12-02T15:09:58-03:00,118,32.80,947.51,562.30,59.61,32.63,38.46,,,,
2024-12-02T15:10:18-03:00,119,32.80,947.48,562.56,59.34,32.65,38.43,,,,
2024-12-02T15:10:39-03:00,120,32.80,947.48,562.56,59.88,32.67,38.66,,,,
2024-12-02T15:10:59-03:00,121,32.80,947.44,562.91,60.20,32.65,38.70,,,,
2024-12-02T15:11:20-03:00,122,32.70,947.51,562.30,59.51,32.60,38.36,,,,
2024-12-02T15:11:40-03:00,123,32.70,947.53,562.12,59.67,32.58,38.36,,,,
2024-12-02T15:12:01-03:00,124,32.60,947.47,562.65,59.68,32.53,38.24,,,,
2024-12-02T15:12:21-03:00,125,32.70,947.46,562.74,61.50,32.52,38.82,,,,
2024-12-02T15:12:42-03:00,126,32.70,947.47,562.65,59.99,32.51,38.28,,,,
2024-12-02T15:13:02-03:00,127,32.70,947.56,561.86,59.52,32.54,38.21,,,,
2024-12-02T15:13:23-03:00,128,32.70,947.56,561.86,59.48,32.60,38.35,,,,
2024-12-02T15:13:43-03:00,129,32.80,947.53,562.12,59.26,32.63,38.34,,,,
2024-12-02T15:14:04-03:00,130,32.80,947.57,561.77,58.97,32.64,38.27,,,,
2024-12-02T15:14:24-03:00,131,32.80,947.60,561.51,58.75,32.68,38.30,,,,
2024-12-02T15:14:45-03:00,132,32.80,947.59,561.59,58.69,32.68,38.26,,,,
2024-12-02T15:15:06-03:00,133,32.80,947.56,561.86,58.58,32.68,38.23,,,,
2024-12-02T15:15:26-03:00,134,32.80,947.57,561.77,58.67,32.69,38.29,,,,
2024-12-02T15:15:50-03:00,135,32.90,947.58,561.68,58.60,32.73,38.36,,,,
2024-12-02T15:16:10-03:00,136,32.80,947.64,561.15,58.68,32.73,38.39,,,,
2024-12-02T15:16:31-03:00,137,32.80,947.63,561.24,58.57,32.70,38.28,,,,
2024-12-02T15:16:51-03:00,138,32.70,947.75,560.19,58.69,32.66,38.21,,,,
2024-12-02T15:17:11-03:00,139,32.80,947.72,560.45,58.54,32.69,38.25,,,,
2024-12-02T15:17:32-03:00,140,32.80,947.72,560.45,58.51,32.71,38.28,,,,
2024-12-02T15:17:53-03:00,141,32.80,947.77,560.01,58.50,32.71,38.29,,,,
2024-12-02T15:18:13-03:00,142,32.80,947.76,560.10,59.24,32.74,38.61,,,,
2024-12-02T15:18:34-03:00,143,32.80,947.86,559.22,59.04,32.71,38.46,,,,
2024-12-02T15:18:54-03:00,144,32.70,947.91,558.78,58.75,32.69,38.31,,,,
2024-12-02T15:19:15-03:00,145,32.70,947.87,559.13,59.37,32.71,38.58,,,,
2024-12-02T15:19:35-03:00,146,32.70,947.88,559.04,58.80,32.70,38.36,,,,
2024-12-02T15:19:56-03:00,147,32.70,947.94,558.52,58.77,32.71,38.37,,,,
2024-12-02T15:20:16-03:00,148,32.70,947.93,558.61,58.76,32.66,38.26,,,,
2024-12-02T15:20:37-03:00,149,32.70,947.99,558.08,59.23,32.64,38.36,,,,
2024-12-02T15:20:57-03:00,150,32.70,948.13,556.85,58.91,32.68,38.34,,,,
2024-12-02T15:21:18-03:00,151,32.80,948.09,557.20,58.77,32.71,38.36,,,,
2024-12-02T15:21:38-03:00,152,32.70,948.08,557.29,58.87,32.67,38.30,,,,
2024-12-02T15:21:59-03:00,153,32.80,948.07,557.38,58.70,32.72,38.37,,,,
2024-12-02T15:22:19-03:00,154,32.70,948.19,556.32,58.73,32.67,38.27,,,,
2024-12-02T15:22:40-03:00,155,32.70,948.16,556.58,58.75,32.71,38.35,,,,
2024-12-02T15:23:00-03:00,156,32.70,948.16,556.58,58.55,32.71,38.30,,,,
2024-12-02T15:23:21-03:00,157,32.80,948.12,556.94,58.64,32.69,38.29,,,,
2024-12-02T15:23:41-03:00,158,32.70,948.17,556.50,58.78,32.65,38.22,,,,
2024-12-02T15:24:02-03:00,159,32.60,948.19,556.32,58.88,32.60,38.14,,,,
2024-12-02T15:24:23-03:00,160,32.60,948.23,555.97,58.88,32.58,38.09,,,,
2024-12-02T15:24:43-03:00,161,32.60,948.24,555.88,58.93,32.60,38.16,,,,
2024-12-02T15:25:04-03:00,162,32.60,948.20,556.23,58.95,32.60,38.17,,,,
2024-12-02T15:25:24-03:00,163,32.70,948.16,556.58,58.82,32.62,38.17,,,,
2024-12-02T15:25:45-03:00,164,32.60,948.20,556.23,58.80,32.58,38.06,,,,
2024-12-02T15:26:05-03:00,165,32.60,948.28,555.53,58.78,32.54,37.97,,,,
2024-12-02T15:26:26-03:00,166,32.60,948.28,555.53,58.99,32.53,38.01,,,,
2024-12-02T15:26:46-03:00,167,32.60,948.24,555.88,59.03,32.55,38.07,,,,
2024-12-02T15:27:07-03:00,168,32.70,948.20,556.23,58.84,32.58,38.09,,,,
2024-12-02T15:27:28-03:00,169,32.70,948.25,555.79,58.84,32.59,38.12,,,,
2024-12-02T15:27:48-03:00,170,32.70,948.21,556.15,58.93,32.59,38.14,,,,
2024-12-02T15:28:09-03:00,171,32.60,948.28,555.53,58.98,32.56,38.09,,,,
2024-12-02T15:28:29-03:00,172,32.60,948.29,555.44,58.92,32.52,37.96,,,,
2024-12-02T15:28:50-03:00,173,32.50,948.31,555.27,59.15,32.48,37.94,,,,
2024-12-02T15:29:10-03:00,174,32.50,948.30,555.35,59.21,32.45,37.90,,,,
2024-12-02T15:29:31-03:00,175,32.50,948.39,554.56,59.18,32.46,37.90,,,,
2024-12-02T15:29:51-03:00,176,32.40,948.46,553.95,59.43,32.42,37.88,,,,
2024-12-02T15:30:12-03:00,177,32.40,948.42,554.30,59.44,32.38,37.79,,,,
2024-12-02T15:30:32-03:00,178,32.50,948.50,553.60,59.33,32.44,37.92,,,,
2024-12-02T15:30:53-03:00,179,32.50,948.46,553.95,59.27,32.47,37.96,,,,
2024-12-02T15:31:14-03:00,180,32.60,948.45,554.04,59.22,32.52,38.05,,,,
2024-12-02T15:31:34-03:00,181,32.50,948.53,553.33,59.11,32.44,37.84,,,,
2024-12-02T15:31:55-03:00,182,32.50,948.49,553.69,59.18,32.44,37.85,,,,
2024-12-02T15:32:15-03:00,183,32.40,948.50,553.60,59.10,32.32,37.55,,,,
2024-12-02T15:32:36-03:00,184,32.30,948.50,553.60,59.12,32.23,37.35,,,,
2024-12-02T15:32:56-03:00,185,32.30,948.52,553.42,58.64,32.23,37.20,,,,
2024-12-02T15:33:17-03:00,186,32.30,948.50,553.60,58.56,32.23,37.18,,,,
2024-12-02T15:33:37-03:00,187,32.30,948.56,553.07,58.67,32.18,37.08,,,,
2024-12-02T15:33:58-03:00,188,32.30,948.57,552.98,58.34,32.17,36.96,,,,
2024-12-02T15:34:18-03:00,189,32.20,948.58,552.90,58.53,32.13,36.92,,,,
2024-12-02T15:34:39-03:00,190,32.20,948.60,552.72,58.44,32.11,36.85,,,,
2024-12-02T15:34:59-03:00,191,32.20,948.71,551.75,58.00,32.07,36.64,,,,
2024-12-02T15:35:21-03:00,192,32.10,948.70,551.84,57.80,31.97,36.36,,,,
2024-12-02T15:35:41-03:00,193,32.00,948.73,551.58,58.09,31.86,36.19,,,,
2024-12-02T15:36:02-03:00,194,31.90,948.64,552.37,58.31,31.75,36.01,,,,
2024-12-02T15:36:23-03:00,195,31.90,948.73,551.58,57.87,31.75,35.89,,,,
2024-12-02T15:36:44-03:00,196,31.90,948.76,551.31,57.89,31.68,35.74,,,,
2024-12-02T15:37:05-03:00,197,32.00,948.82,550.79,57.87,31.73,35.85,,,,
2024-12-02T15:37:26-03:00,198,31.90,948.74,551.49,57.09,31.67,35.51,,,,
2024-12-02T15:37:47-03:00,199,31.90,948.76,551.31,56.89,31.65,35.42,,,,
2024-12-02T15:38:07-03:00,200,31.80,948.78,551.14,56.67,31.57,35.19,,,,
2024-12-02T15:38:28-03:00,201,31.70,948.79,551.05,56.63,31.44,34.93,,,,
2024-12-02T15:38:48-03:00,202,31.60,948.82,550.79,56.61,31.36,34.74,,,,
2024-12-02T15:39:09-03:00,203,31.60,948.88,550.26,56.67,31.32,34.69,,,,
2024-12-02T15:39:30-03:00,204,31.50,948.92,549.91,56.78,31.22,34.51,,,,
2024-12-02T15:39:50-03:00,205,31.50,948.85,550.52,56.79,31.23,34.54,,,,
2024-12-02T15:40:11-03:00,206,31.40,948.93,549.82,56.75,31.13,34.33,,,,
2024-12-02T15:40:31-03:00,207,31.50,948.84,550.61,58.38,31.18,34.83,,,,
2024-12-02T15:40:52-03:00,208,31.60,948.91,550.00,56.74,31.33,34.72,,,,
2024-12-02T15:41:13-03:00,209,31.50,948.91,550.00,56.34,31.29,34.55,,,,
2024-12-02T15:41:33-03:00,210,31.50,948.99,549.30,56.47,31.20,34.40,,,,
2024-12-02T15:41:55-03:00,211,31.40,949.03,548.94,56.58,31.15,34.31,,,,
2024-12-02T15:42:16-03:00,212,31.40,949.00,549.21,56.40,31.13,34.25,,,,
2024-12-02T15:42:36-03:00,213,31.30,949.03,548.94,56.41,31.02,34.03,,,,
2024-12-02T15:42:57-03:00,214,31.30,949.17,547.72,56.61,30.96,33.96,,,,
2024-12-02T15:43:18-03:00,215,31.30,949.14,547.98,56.52,30.98,33.97,,,,
2024-12-02T15:43:39-03:00,216,31.30,949.21,547.36,56.39,31.01,34.00,,,,
2024-12-02T15:43:59-03:00,217,31.20,949.13,548.07,56.45,30.97,33.94,,,,
2024-12-02T15:44:20-03:00,218,31.30,949.20,547.45,56.41,31.03,34.05,,,,
2024-12-02T15:44:41-03:00,219,31.30,949.15,547.89,56.42,31.01,34.00,,,,
2024-12-02T15:45:02-03:00,220,31.30,949.28,546.75,56.69,31.04,34.12,,,,
2024-12-02T15:45:23-03:00,221,31.40,949.34,546.22,56.48,31.10,34.20,,,,
2024-12-02T15:45:43-03:00,222,31.30,949.40,545.70,56.46,31.05,34.10,,,,
2024-12-02T15:46:04-03:00,223,31.40,949.16,547.80,56.73,31.12,34.30,,,,
2024-12-02T15:46:24-03:00,224,31.40,949.25,547.01,56.84,31.17,34.43,,,,
2024-12-02T15:46:45-03:00,225,31.40,949.15,547.89,56.81,31.24,34.55,,,,
2024-12-02T15:47:05-03:00,226,31.40,949.16,547.80,56.82,31.25,34.57,,,,
2024-12-02T15:47:26-03:00,227,31.40,949.30,546.57,57.59,31.30,34.87,,,,
2024-12-02T15:47:46-03:00,228,31.50,949.18,547.63,56.68,31.34,34.72,,,,
2024-12-02T15:48:07-03:00,229,31.50,949.31,546.49,56.86,31.35,34.79,,,,
2024-12-02T15:48:27-03:00,230,31.50,949.05,548.77,57.00,31.36,34.84,,,,
2024-12-02T15:48:48-03:00,231,31.50,949.28,546.75,57.19,31.38,34.92,,,,
2024-12-02T15:49:09-03:00,232,31.50,949.29,546.66,57.38,31.38,34.98,,,,
2024-12-02T15:49:29-03:00,233,31.50,949.26,546.92,57.33,31.42,35.05,,,,
2024-12-02T15:49:49-03:00,234,31.50,949.27,546.84,57.31,31.44,35.08,,,,
2024-12-02T15:50:10-03:00,235,31.50,949.30,546.57,57.38,31.45,35.13,,,,
2024-12-02T15:50:31-03:00,236,31.50,949.24,547.10,57.48,31.43,35.12,,,,
2024-12-02T15:50:51-03:00,237,31.50,949.30,546.57,57.57,31.44,35.16,,,,
2024-12-02T15:51:12-03:00,238,31.50,949.30,546.57,57.69,31.45,35.21,,,,
2024-12-02T15:51:32-03:00,239,31.50,949.21,547.36,57.84,31.43,35.22,,,,
2024-12-02T15:51:53-03:00,240,31.50,949.27,546.84,58.03,31.43,35.26,,,,
2024-12-02T15:52:13-03:00,241,31.50,949.25,547.01,58.05,31.46,35.32,,,,
2024-12-02T15:52:34-03:00,242,31.50,949.31,546.49,58.20,31.47,35.38,,,,
2024-12-02T15:52:54-03:00,243,31.50,949.27,546.84,58.29,31.47,35.41,,,,
2024-12-02T15:53:15-03:00,244,31.50,949.22,547.28,58.93,31.50,35.65,,,,
2024-12-02T15:53:35-03:00,245,31.60,949.25,547.01,58.51,31.49,35.51,,,,
2024-12-02T15:53:56-03:00,246,31.60,949.17,547.72,58.49,31.47,35.46,,,,
2024-12-02T15:54:16-03:00,247,31.60,949.19,547.54,58.62,31.49,35.53,,,,
2024-12-02T15:54:37-03:00,248,31.60,949.27,546.84,58.71,31.48,35.54,,,,
2024-12-02T15:54:57-03:00,249,31.60,949.29,546.66,58.61,31.56,35.68,,,,
2024-12-02T15:55:18-03:00,250,31.60,949.27,546.84,58.69,31.63,35.85,,,,
2024-12-02T15:55:38-03:00,251,31.70,949.21,547.36,58.76,31.66,35.94,,,,
2024-12-02T15:55:59-03:00,252,31.70,949.19,547.54,58.77,31.71,36.05,,,,
2024-12-02T15:56:19-03:00,253,31.80,949.26,546.92,58.33,31.72,35.96,,,,
2024-12-02T15:56:40-03:00,254,31.80,949.25,547.01,58.72,31.70,36.03,,,,
2024-12-02T15:57:00-03:00,255,31.80,949.27,546.84,58.72,31.75,36.14,,,,
2024-12-02T15:57:21-03:00,256,31.80,949.39,545.78,58.50,31.78,36.15,,,,
2024-12-02T15:57:41-03:00,257,31.80,949.16,547.80,58.47,31.81,36.19,,,,
2024-12-02T15:58:02-03:00,258,31.90,949.28,546.75,58.39,31.81,36.18,,,,
2024-12-02T15:58:22-03:00,259,31.90,949.39,545.78,58.50,31.84,36.28,,,,
2024-12-02T15:58:43-03:00,260,31.90,949.36,546.05,58.63,31.81,36.23,,,,
2024-12-02T15:59:03-03:00,261,31.90,949.45,545.26,58.52,31.84,36.27,,,,
2024-12-02T15:59:24-03:00,262,31.90,949.36,546.05,58.53,31.83,36.26,,,,
2024-12-02T15:59:44-03:00,263,31.90,949.37,545.96,58.55,31.84,36.29,,,,
2024-12-02T16:00:05-03:00,264,31.90,949.46,545.17,58.44,31.84,36.25,,,,
2024-12-02T16:00:25-03:00,265,31.80,949.55,544.38,58.68,31.75,36.13,,,,
2024-12-02T16:00:46-03:00,266,31.80,949.47,545.08,58.77,31.73,36.11,,,,
2024-12-02T16:01:06-03:00,267,31.80,949.59,544.03,59.20,31.77,36.30,,,,
2024-12-02T16:01:27-03:00,268,31.70,949.59,544.03,58.98,31.72,36.13,,,,
2024-12-02T16:01:47-03:00,269,31.70,949.67,543.33,59.15,31.67,36.09,,,,
2024-12-02T16:02:12-03:00,270,31.70,949.61,543.85,59.15,31.70,36.14,,,,
2024-12-02T16:02:33-03:00,271,31.70,949.73,542.80,59.17,31.72,36.19,,,,
2024-12-02T16:02:53-03:00,272,31.70,949.71,542.98,59.39,31.70,36.21,,,,
2024-12-02T16:03:14-03:00,273,31.70,949.65,543.50,59.51,31.65,36.13,,,,
2024-12-02T16:03:34-03:00,274,31.70,949.81,542.10,59.56,31.68,36.21,,,,
2024-12-02T16:03:55-03:00,275,31.70,949.90,541.31,59.65,31.69,36.26,,,,
2024-12-02T16:04:15-03:00,276,31.70,949.90,541.31,59.60,31.73,36.33,,,,
2024-12-02T16:04:36-03:00,277,31.60,949.94,540.96,59.83,31.66,36.25,,,,
2024-12-02T16:04:56-03:00,278,31.60,949.78,542.36,59.85,31.65,36.24,,,,
2024-12-02T16:05:17-03:00,279,31.60,949.98,540.61,59.93,31.63,36.20,,,,
2024-12-02T16:05:37-03:00,280,31.60,949.92,541.13,59.98,31.61,36.18,,,,
2024-12-02T16:05:58-03:00,281,31.60,949.87,541.57,59.95,31.66,36.27,,,,
2024-12-02T16:06:18-03:00,282,31.60,949.97,540.70,59.94,31.67,36.30,,,,
2024-12-02T16:06:39-03:00,283,31.70,949.90,541.31,59.99,31.66,36.28,,,,
2024-12-02T16:06:59-03:00,284,31.70,949.93,541.05,60.05,31.64,36.25,,,,
2024-12-02T16:07:20-03:00,285,31.60,949.95,540.87,60.50,31.63,36.37,,,,
2024-12-02T16:07:40-03:00,286,31.60,950.08,539.73,60.54,31.63,36.38,,,,
2024-12-02T16:08:01-03:00,287,31.60,950.12,539.38,60.54,31.64,36.40,,,,
2024-12-02T16:08:21-03:00,288,31.60,950.04,540.08,60.61,31.64,36.43,,,,
2024-12-02T16:08:42-03:00,289,31.60,950.16,539.03,60.50,31.62,36.34,,,,
2024-12-02T16:09:02-03:00,290,31.70,950.11,539.47,64.09,31.68,37.55,,,,
2024-12-02T16:09:23-03:00,291,31.60,950.16,539.03,60.76,31.64,36.47,,,,
2024-12-02T16:09:43-03:00,292,31.60,950.11,539.47,61.22,31.57,36.44,,,,
2024-12-02T16:10:04-03:00,293,31.60,950.15,539.12,60.90,31.62,36.46,,,,
2024-12-02T16:10:24-03:00,294,31.60,950.14,539.20,61.14,31.52,36.30,,,,
2024-12-02T16:10:45-03:00,295,31.60,950.16,539.03,61.12,31.56,36.38,,,,
2024-12-02T16:11:05-03:00,296,31.50,950.07,539.82,61.25,31.50,36.29,,,,
